network_Gin_1,network_Gin_2,network_Gin_3,network_cAMP_1,network_cAMP_2,network_cAMP_3,network_Ca_1,network_Ca_2,network_Ca_3,network_S_1,network_S_2,network_S_3,network_I_1,network_I_2,network_I_3,meta_network_Gin_1,meta_network_Gin_2,meta_network_Gin_3,meta_network_cAMP_1,meta_network_cAMP_2,meta_network_cAMP_3,meta_network_Ca_1,meta_network_Ca_2,meta_network_Ca_3,meta_network_S_1,meta_network_S_2,meta_network_S_3,meta_network_I_1,meta_network_I_2,meta_network_I_3
2.5555,2e-12,1.41421356237309e-06,0.0013,1e-12,1e-06,0.000100000000000007,1e-12,1e-06,34,0.0001,0.01,25,0.0001,0.01,4.58349736966835,9.99999999998309e-13,9.99999999999155e-07,0.00129989902004689,9.99896722627836e-13,9.99948359980572e-07,9.75645045783352e-05,9.50205283943523e-13,9.74784737233571e-07,34.0000093772625,8.33333323007694e-05,0.00912870923519691,25,0.0001,0.01
2.5555,2e-12,1.41421356237309e-06,0.00119566666666667,1.11111123912222e-12,1.05409261411046e-06,0.000100000000000016,1.25147928994096e-12,1.11869535171152e-06,33.9999999999995,0.115699999999991,0.340147027033885,25,0.000138516435986159,0.0117693005733629,4.58349736963687,9.99999999998335e-13,9.99999999999167e-07,0.0010287966635769,1.1109557888209e-12,1.05401887498322e-06,9.76234185257477e-05,1.17176394458874e-12,1.08248045921797e-06,33.1713850800134,0.109935599938365,0.331565378075524,25.000003447523,0.000136263696515567,0.011673204209452
2.5555,2e-12,1.41421356237309e-06,0.00116232863888889,1.12345695649686e-12,1.05993252450185e-06,9.5987179487212e-05,1.31500657481158e-12,1.14673736086847e-06,33.9999999996171,0.144771005916772,0.380487852521959,24.9999999999993,0.0157731455449809,0.125591184184961,4.58349736962343,9.99999999998356e-13,9.99999999999178e-07,0.00244434053287603,1.12329086078502e-12,1.0598541695842e-06,8.74271710097456e-05,1.22519737694659e-12,1.10688634328308e-06,33.191762849791,0.135546455862788,0.36816634265341,24.6953638855312,0.0149934504191078,0.122447745667725
2.5555,2e-12,1.41421356237309e-06,0.00115193583796296,1.12482871460558e-12,1.06057942399689e-06,9.26985373931934e-05,1.33104363029107e-12,1.15370864185507e-06,32.6356410254444,0.152114760048333,0.390018922679828,24.9999999603679,0.0314236667276269,0.177267218423562,4.58349736962228,9.99999999998373e-13,9.99999999999187e-07,0.00566895785523725,1.12466259891557e-12,1.06050110745608e-06,0.000133349721290964,1.23923903454598e-12,1.11321113655316e-06,29.7256013340114,0.141723153123005,0.376461356745954,24.5505359314164,0.0293057913780277,0.171189343646232
2.5555,2e-12,1.41421356237309e-06,0.00114883150848766,1.1249811360565e-12,1.0606512791943e-06,9.06544932336577e-05,1.33508383960085e-12,1.15545828120311e-06,31.5175027142729,0.153968643661704,0.392388383698732,24.4983974666122,0.0402544224370341,0.200635047878067,4.58349736962789,9.99999999998388e-13,9.99999999999194e-07,0.00678688465101109,1.1248167887074e-12,1.06057380163164e-06,0.000274038404402791,1.24381152876786e-12,1.11526298637042e-06,45.3391874966164,0.143346398964496,0.378611144797002,23.2037978668584,0.0371313216056637,0.192694892526148
2.5555,2e-12,1.41421356237309e-06,0.00114797670074589,1.1249980729024e-12,1.06065926333691e-06,8.95130738663692e-05,1.33609961319256e-12,1.15589775204927e-06,30.8225276993917,0.154435691857734,0.392983068156548,23.8365156346109,0.0441937994499514,0.2102232133946,4.58349736963666,9.999999999984e-13,9.999999999992e-07,0.00718108088185039,1.12483548953308e-12,1.06058261796669e-06,0.000383823518115504,1.24593676989225e-12,1.11621537791425e-06,93.17201091057,0.143875049452365,0.37930864668811,28.2707178668332,0.0405655758707156,0.201408976638867
2.5555,2e-12,1.41421356237309e-06,0.00114778174920696,1.12499995508284e-12,1.06066015060567e-06,8.89094869618726e-05,1.33635457277257e-12,1.15600803317822e-06,30.4344451144792,0.154553115285133,0.393132439878895,23.2500695402774,0.0457383612725231,0.213865287675497,4.58349736964656,9.99999999998409e-13,9.99999999999205e-07,0.00732329448034996,1.12483887014233e-12,1.06058421171651e-06,0.000452536860295819,1.24729865822974e-12,1.11682525859229e-06,130.498100704221,0.144120794999494,0.379632447242717,48.3897747037795,0.0419361802379532,0.20478325184925
2.5555,2e-12,1.41421356237309e-06,0.00114776175754815,1.12500016429556e-12,1.06066024922949e-06,8.86001953735225e-05,1.33641848899322e-12,1.15603567807971e-06,30.2292255670893,0.154582588612519,0.393169923331527,22.8141689683935,0.0462963409438928,0.215165845207581,4.58349736965655,9.99999999998418e-13,9.99999999999209e-07,0.00737614432311991,1.12484032012039e-12,1.06058489529146e-06,0.000492349340682088,1.24832735136439e-12,1.11728570713332e-06,153.860244829043,0.14427828720394,0.379839817823171,72.1721302588311,0.0424795081677045,0.206105575295052
2.5555,2e-12,1.41421356237309e-06,0.00114777758975563,1.12500018756255e-12,1.06066026019765e-06,8.84447806693897e-05,1.33643449821004e-12,1.15604260224701e-06,30.1240664268106,0.15458997732768,0.393179319557476,22.5207703861189,0.0464868054767637,0.215607990289701,4.58349736966614,9.99999999998424e-13,9.99999999999212e-07,0.00739651906203871,1.12484136759427e-12,1.06058538911031e-06,0.000514958835592506,1.24915245434491e-12,1.11765489053863e-06,167.39638541713,0.144397252247412,0.379996384518868,92.6523315998858,0.0427151515635334,0.206676441723612
2.5555,2e-12,1.41421356237309e-06,0.001147794115205,1.12500019015317e-12,1.06066026141888e-06,8.83676822483566e-05,1.33643850562698e-12,1.15604433549366e-06,30.0712254275359,0.154591827993071,0.393181673012707,22.3354094171021,0.0465491710526933,0.21575256905236,4.58349736967511,9.9999999999843e-13,9.99999999999215e-07,0.00740472223288796,1.12484221575707e-12,1.06058578896621e-06,0.000528022806051558,1.24982725771827e-12,1.11795673338384e-06,175.083667430559,0.144492673930186,0.380121919823345,107.868954554067,0.0428374736630669,0.206972156733863
