network_Gin_1,network_Gin_2,network_Gin_3,network_cAMP_1,network_cAMP_2,network_cAMP_3,network_Ca_1,network_Ca_2,network_Ca_3,network_S_1,network_S_2,network_S_3,network_I_1,network_I_2,network_I_3,meta_network_Gin_1,meta_network_Gin_2,meta_network_Gin_3,meta_network_cAMP_1,meta_network_cAMP_2,meta_network_cAMP_3,meta_network_Ca_1,meta_network_Ca_2,meta_network_Ca_3,meta_network_S_1,meta_network_S_2,meta_network_S_3,meta_network_I_1,meta_network_I_2,meta_network_I_3
2.5555,2e-12,1.41421356237309e-06,0.0013,1e-12,1e-06,0.000100000000000007,1e-12,1e-06,34,0.0001,0.01,25,0.0001,0.01,4.58349714018797,9.99999999998309e-13,9.99999999999155e-07,0.00129981357870807,9.99896722627836e-13,9.99948359980572e-07,9.58103812607999e-05,9.50205283943523e-13,9.74784737233571e-07,34.0000138201704,8.33333323007694e-05,0.00912870923519691,25,0.0001,0.01
2.5555,2e-12,1.41421356237309e-06,0.00119566666666667,1.11111123912222e-12,1.05409261411046e-06,0.000100000000000016,1.25147928994096e-12,1.11869535171152e-06,33.9999999999995,0.115699999999991,0.340147027033885,25,0.000138516435986159,0.0117693005733629,4.58349714017299,9.99999999998335e-13,9.99999999999167e-07,0.00102873904762261,1.1109557888209e-12,1.05401887498322e-06,9.47741035841705e-05,1.17176394458874e-12,1.08248045921797e-06,32.5747567874108,0.109935599938365,0.331565378075524,25.000005080945,0.000136263696515567,0.011673204209452
2.5555,2e-12,1.41421356237309e-06,0.00116232863888889,1.12345695649686e-12,1.05993252450185e-06,9.5987179487212e-05,1.31500657481158e-12,1.14673736086847e-06,33.9999999996171,0.144771005916772,0.380487852521959,24.9999999999993,0.0157731455449809,0.125591184184961,4.58349714016702,9.99999999998356e-13,9.99999999999178e-07,0.00177774866376742,1.12329086078502e-12,1.0598541695842e-06,8.44202111717051e-05,1.22519737694659e-12,1.10688634328308e-06,32.2226490273126,0.135546455862788,0.36816634265341,24.4760160652585,0.0149934504191078,0.122447745667725
2.5555,2e-12,1.41421356237309e-06,0.00115193583796296,1.12482871460558e-12,1.06057942399689e-06,9.26985373931934e-05,1.33104363029107e-12,1.15370864185507e-06,32.6356410254444,0.152114760048333,0.390018922679828,24.9999999603679,0.0314236667276269,0.177267218423562,4.58349714016731,9.99999999998373e-13,9.99999999999187e-07,0.00344700903004989,1.12466259891557e-12,1.06050110745608e-06,0.000106545282231532,1.23923903454598e-12,1.11321113655316e-06,28.7027206709963,0.141723153123005,0.376461356745954,24.0845701747983,0.0293057913780277,0.171189343646232
2.5555,2e-12,1.41421356237309e-06,0.00114883150848766,1.1249811360565e-12,1.0606512791943e-06,9.06544932336577e-05,1.33508383960085e-12,1.15545828120311e-06,31.5175027142729,0.153968643661704,0.392388383698732,24.4983974666122,0.0402544224370341,0.200635047878067,4.58349714017108,9.99999999998388e-13,9.99999999999194e-07,0.00404656079210465,1.1248167887074e-12,1.06057380163164e-06,0.000178744658417511,1.24381152876786e-12,1.11526298637042e-06,36.22525267816,0.143346398964496,0.378611144797002,22.5947559212735,0.0371313216056637,0.192694892526148
2.5555,2e-12,1.41421356237309e-06,0.00114797670074589,1.1249980729024e-12,1.06065926333691e-06,8.95130738663692e-05,1.33609961319256e-12,1.15589775204927e-06,30.8225276993917,0.154435691857734,0.392983068156548,23.8365156346109,0.0441937994499514,0.2102232133946,4.58349714017648,9.999999999984e-13,9.999999999992e-07,0.0042679932696497,1.12483548953308e-12,1.06058261796669e-06,0.000236184450920006,1.24593676989225e-12,1.11621537791425e-06,60.7723918603434,0.143875049452365,0.37930864668811,24.6154855635769,0.0405655758707156,0.201408976638867
2.5555,2e-12,1.41421356237309e-06,0.00114778174920696,1.12499995508284e-12,1.06066015060567e-06,8.89094869618726e-05,1.33635457277257e-12,1.15600803317822e-06,30.4344451144792,0.154553115285133,0.393132439878895,23.2500695402774,0.0457383612725231,0.213865287675497,4.58349714018244,9.99999999998409e-13,9.99999999999205e-07,0.00435261714713607,1.12483887014233e-12,1.06058421171651e-06,0.000272822093319289,1.24729865822974e-12,1.11682525859229e-06,80.3015036157234,0.144120794999494,0.379632447242717,34.650533903268,0.0419361802379532,0.20478325184925
2.5555,2e-12,1.41421356237309e-06,0.00114776175754815,1.12500016429556e-12,1.06066024922949e-06,8.86001953735225e-05,1.33641848899322e-12,1.15603567807971e-06,30.2292255670893,0.154582588612519,0.393169923331527,22.8141689683935,0.0462963409438928,0.215165845207581,4.58349714018841,9.99999999998418e-13,9.99999999999209e-07,0.00438625385285232,1.12484032012039e-12,1.06058489529146e-06,0.000294478425617307,1.24832735136439e-12,1.11728570713332e-06,92.7581137371482,0.14427828720394,0.379839817823171,46.8478785757484,0.0424795081677045,0.206105575295052
2.5555,2e-12,1.41421356237309e-06,0.00114777758975563,1.12500018756255e-12,1.06066026019765e-06,8.84447806693897e-05,1.33643449821004e-12,1.15604260224701e-06,30.1240664268106,0.15458997732768,0.393179319557476,22.5207703861189,0.0464868054767637,0.215607990289701,4.58349714019413,9.99999999998424e-13,9.99999999999212e-07,0.00440020138203323,1.12484136759427e-12,1.06058538911031e-06,0.000307038111119577,1.24915245434491e-12,1.11765489053863e-06,100.121226655931,0.144397252247412,0.379996384518868,57.52618697889,0.0427151515635334,0.206676441723612
2.5555,2e-12,1.41421356237309e-06,0.001147794115205,1.12500019015317e-12,1.06066026141888e-06,8.83676822483566e-05,1.33643850562698e-12,1.15604433549366e-06,30.0712254275359,0.154591827993071,0.393181673012707,22.3354094171021,0.0465491710526933,0.21575256905236,4.58349714019947,9.9999999999843e-13,9.99999999999215e-07,0.00440623746837899,1.12484221575707e-12,1.06058578896621e-06,0.000314450288637552,1.24982725771827e-12,1.11795673338384e-06,104.391560851588,0.144492673930186,0.380121919823345,65.5723679938894,0.0428374736630669,0.206972156733863
